Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes,Observation_Year,Observation_Month,Observation_Day
653,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,1.49,55.6,Juvenile,Female,2011-02-21,Cambodia,Oxbow Lakes,Critically Endangered,Chad Hayden,Help ago who he reduce production.,2011,2,21
654,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.97,77.9,Juvenile,Male,2014-02-03,Senegal,Rivers,Least Concern,Ryan Harrell,Chair center each actually store indicate she.,2014,2,3
655,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,29.1,Adult,Unknown,2007-10-14,Congo (DRC),Forest Swamps,Data Deficient,Charles Rose,Like reveal know population actually born art.,2007,10,14
656,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.68,202.8,Adult,Male,2017-08-13,Colombia,Large Rivers,Critically Endangered,Lindsey Thompson,Action strategy quite then never.,2017,8,13
657,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.26,34.1,Hatchling,Unknown,2025-04-16,Belize,Lagoons,Least Concern,Tamara Shaw,Interest church win miss within by deep people despite contain second nice.,2025,4,16
658,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.53,140.1,Adult,Unknown,2009-09-16,Nigeria,Shaded Forest Rivers,Critically Endangered,Rose Mcdonald,Present if herself area he interest.,2009,9,16
659,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.46,208.3,Subadult,Unknown,2010-09-20,Nepal,Marshes,Vulnerable,Brian Cox,Agreement executive must assume others series finally necessary.,2010,9,20
660,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.58,48.3,Juvenile,Unknown,2020-08-18,Senegal,Rivers,Least Concern,Amanda Adams,North nor so animal fire want across ground executive huge crime sell rise wind.,2020,8,18
661,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.23,4.4,Hatchling,Male,2016-12-02,Guinea,Small Streams,Vulnerable,Anne Russell,Big space change onto him only system face.,2016,12,2
662,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.71,30.5,Juvenile,Male,2013-06-29,Papua New Guinea,Lakes,Least Concern,Joel Mcclure,Well discuss democratic race cell.,2013,6,29
663,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.24,15.1,Adult,Female,2017-05-16,Liberia,Forest Swamps,Vulnerable,Wendy Mason,Prepare us game size fund growth task issue.,2017,5,16
664,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.02,441.0,Adult,Unknown,2018-05-04,Colombia,Flooded Savannas,Critically Endangered,Patricia Hughes,Young parent when note yes best.,2018,5,4
665,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.06,74.5,Adult,Male,2025-08-07,Laos,Oxbow Lakes,Critically Endangered,Randall Collins,Material lawyer college fast attention office.,2025,8,7
666,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.25,174.0,Adult,Male,2011-11-06,Indonesia (Borneo),Estuarine Systems,Data Deficient,Benjamin Page,Election list eight theory practice cell buy notice always teacher husband tax true can.,2011,11,6
667,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,3.38,161.3,Adult,Male,2021-09-04,Indonesia (Papua),Rivers,Least Concern,Ryan Crane,Base including late theory yard amount within arm so record night choice black.,2021,9,4
668,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,647.7,Adult,Unknown,2007-10-19,South Africa,Rivers,Least Concern,Kelly Nash,Hold left behavior letter politics too let.,2007,10,19
669,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.18,571.8,Adult,Unknown,2020-05-05,Nigeria,Rivers,Least Concern,Nicholas Lowery,Should current forget fish you main reduce live everything although choose like policy floor.,2020,5,5
670,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.98,357.4,Adult,Unknown,2012-12-04,Venezuela,Flooded Savannas,Critically Endangered,Kyle James,Smile without degree deep age serve institution edge compare center event bank them.,2012,12,4
671,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.56,130.6,Adult,Male,2011-07-05,Niger,Lakes,Least Concern,Jason Lewis,Contain approach time investment white father cup walk loss.,2011,7,5
672,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.29,88.8,Adult,Unknown,2016-07-25,Cambodia,Swamps,Critically Endangered,Rachel Sheppard,Great realize home act situation others back property pattern food worry voice sea say.,2016,7,25
673,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.05,624.1,Adult,Male,2014-01-07,Indonesia,Estuaries,Least Concern,Chris Ellis,Material first society purpose enjoy.,2014,1,7
674,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.39,94.9,Subadult,Male,2015-07-23,Malaysia (Borneo),Estuarine Systems,Data Deficient,Virginia Harding,Plant police official already second could recent.,2015,7,23
675,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.58,91.1,Subadult,Unknown,2009-06-14,Papua New Guinea,Freshwater Wetlands,Least Concern,Lindsay Robinson,Weight will officer add sport administration to maybe.,2009,6,14
676,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.51,642.3,Adult,Unknown,2010-12-18,Australia,Coastal Wetlands,Least Concern,Melissa Banks,Increase goal stock international wind from unit learn health need class job expect process quite.,2010,12,18
677,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.38,22.7,Subadult,Female,2007-12-13,Congo (DRC),Forest Swamps,Data Deficient,Michaela Pace,Yet south billion power.,2007,12,13
678,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.95,147.2,Subadult,Female,2015-10-09,Cuba,Swamps,Critically Endangered,Jennifer Crawford,Until between know ok allow face inside development lawyer high crime light buy whose trial include star region.,2015,10,9
679,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,311.2,Adult,Female,2020-09-21,Cuba,Brackish Rivers,Vulnerable,Adrienne Brooks,Medical environment probably film total training pull.,2020,9,21
680,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.51,103.1,Adult,Unknown,2019-02-09,Congo Basin Countries,Forest Rivers,Endangered,Terry Johnson,Check hear stage star outside.,2019,2,9
681,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.05,35.0,Juvenile,Unknown,2014-07-31,Guatemala,Swamps,Least Concern,Tyler Haney,New hot pattern hotel appear use investment vote hospital.,2014,7,31
682,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.17,26.0,Hatchling,Unknown,2012-03-19,Mexico,Rivers,Least Concern,Jennifer Flores,Join between song mean place six successful physical employee need.,2012,3,19
683,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.43,33.8,Hatchling,Female,2013-02-01,Laos,Oxbow Lakes,Critically Endangered,Christina Davis,Activity show check peace myself win occur agent safe work play sing cost present develop create.,2013,2,1
684,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.53,80.7,Adult,Unknown,2007-09-13,Papua New Guinea,Freshwater Wetlands,Least Concern,Molly Roman,Side process ever various physical point often billion learn.,2007,9,13
685,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.58,115.4,Adult,Male,2007-11-14,Sierra Leone,Swamps,Critically Endangered,Ashley Campbell,Behavior management guess stuff hospital make against available where baby reach.,2007,11,14
686,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.59,107.9,Subadult,Female,2006-07-09,Vietnam,Swamps,Critically Endangered,Erik Odonnell,Conference act condition note parent all wish year low pass national.,2006,7,9
687,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.29,14.1,Adult,Male,2021-08-12,Côte d'Ivoire,Small Streams,Vulnerable,Patrick House,Paper movie military set describe half together ahead catch base reality.,2021,8,12
688,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.43,5.0,Juvenile,Unknown,2005-03-14,Ghana,Small Streams,Vulnerable,Donald Gonzalez,Give necessary family seat many mention hundred cover common.,2005,3,14
689,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.69,6.4,Juvenile,Unknown,2008-04-28,Liberia,Forest Swamps,Vulnerable,Stacy Campbell,Bill soldier onto close day reveal item land others even five.,2008,4,28
690,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.76,638.5,Subadult,Male,2020-10-28,Philippines,Tidal Rivers,Least Concern,James Gonzalez,Hear plan ask cold almost memory only fall.,2020,10,28
691,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.53,34.2,Hatchling,Unknown,2007-05-22,Malaysia (Borneo),Estuarine Systems,Data Deficient,Maria Sanford,Huge boy speak investment control early Democrat he certain fire act read response degree.,2007,5,22
692,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.3,30.7,Juvenile,Female,2007-02-07,Philippines,Freshwater Marshes,Critically Endangered,Erica Hall,History own money bill everyone part third teacher.,2007,2,7
693,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.35,472.1,Adult,Female,2020-06-01,Venezuela,Large Rivers,Critically Endangered,Steven Fisher,Fish floor culture sort material wrong instead buy commercial.,2020,6,1
694,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.24,97.0,Juvenile,Male,2013-06-23,Colombia,Coastal Lagoons,Vulnerable,James Ray,Adult situation office above left capital.,2013,6,23
695,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.46,198.5,Juvenile,Male,2022-10-04,Kenya,Marshes,Least Concern,Amanda Ferguson,Although population attorney believe sort rich ever send.,2022,10,4
696,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.68,45.9,Subadult,Female,2019-01-28,Philippines,Freshwater Marshes,Critically Endangered,Justin Edwards,Another fear worker management political treat successful visit.,2019,1,28
697,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.89,134.6,Subadult,Unknown,2024-10-31,Guatemala,Swamps,Least Concern,Danny Petersen,Black follow reach job color course total hard total writer.,2024,10,31
698,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,0.34,98.1,Hatchling,Female,2018-06-14,Venezuela,Flooded Savannas,Critically Endangered,Shawna Green,Book water avoid forget partner.,2018,6,14
699,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.36,69.6,Adult,Male,2022-09-11,Australia,Freshwater Rivers,Least Concern,Debra Jackson,On build floor challenge once sure.,2022,9,11
700,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.3,42.3,Juvenile,Male,2007-01-11,Indonesia (Papua),Lakes,Least Concern,Mallory Barnett,Month official product with focus room difficult enough fast bar.,2007,1,11
701,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.64,131.0,Adult,Male,2022-12-29,Senegal,Rivers,Least Concern,Shelley Keller,Reason avoid manager defense provide life his maintain future sport.,2022,12,29
702,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,1.92,62.6,Juvenile,Unknown,2023-03-14,Indonesia (Borneo),Rivers,Data Deficient,Kayla Edwards,Remain pretty summer black candidate true history laugh.,2023,3,14
703,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.47,99.3,Adult,Male,2025-06-10,Papua New Guinea,Rivers,Least Concern,Christina Ross,Everyone clearly film thank possible.,2025,6,10
704,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.81,24.1,Juvenile,Male,2020-08-09,Australia,Billabongs,Least Concern,Shawn Mcgee,Admit leave environment live most.,2020,8,9
705,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.67,125.1,Adult,Male,2008-04-18,Malaysia (Borneo),Rivers,Data Deficient,Bryan Pierce,Issue character maybe meet apply evening best.,2008,4,18
706,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.9,158.9,Adult,Female,2015-07-19,Pakistan,Reservoirs,Vulnerable,Monique Henderson,Country computer every parent million body anyone eat book boy time offer.,2015,7,19
707,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.59,338.5,Adult,Unknown,2024-08-24,South Africa,Marshes,Least Concern,Joseph Hill,Record identify hotel detail station reality manager commercial data PM relationship explain about continue traditional performance school system reach.,2024,8,24
708,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.72,103.5,Adult,Male,2021-09-01,Australia,Billabongs,Least Concern,Michael Jackson,Tonight center actually listen free concern.,2021,9,1
709,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.91,280.9,Adult,Female,2023-07-22,Pakistan,Rivers,Vulnerable,Billy Shelton,Order wide on.,2023,7,22
710,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.49,192.0,Adult,Male,2010-05-17,Papua New Guinea,Freshwater Wetlands,Least Concern,David Rodriguez PhD,Quite fact direction me sense simple beyond sound friend make go nation professional effect learn still feeling free.,2010,5,17
711,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.7,51.7,Adult,Male,2010-05-23,Belize,Swamps,Least Concern,Mary Grimes,Machine establish mind policy challenge improve detail yes.,2010,5,23
712,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.6,56.3,Juvenile,Male,2020-10-05,Congo Basin Countries,Forest Rivers,Endangered,Andre Lane,Grow season create western police whole theory quickly tonight last when money.,2020,10,5
713,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.79,259.1,Adult,Male,2011-07-05,Indonesia (Borneo),Rivers,Data Deficient,Michael Barron,Operation war everybody course often reduce street but somebody note society get body across.,2011,7,5
714,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.63,140.2,Juvenile,Unknown,2018-08-27,USA (Florida),Mangroves,Vulnerable,Bridget Becker,Whom perhaps professor field explain son administration American executive or apply figure involve produce a edge.,2018,8,27
715,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.53,47.6,Juvenile,Male,2017-09-19,Cuba,Freshwater Wetlands,Critically Endangered,Douglas Trevino,Choice beat establish you culture one ball.,2017,9,19
716,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.4,84.3,Subadult,Female,2008-08-15,Cuba,Swamps,Critically Endangered,John Gomez,Institution whom better end few financial nor quickly follow official raise.,2008,8,15
717,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.09,146.1,Subadult,Male,2007-10-13,Papua New Guinea,Freshwater Wetlands,Least Concern,Chad Spencer,Figure father until leave contain site street benefit money reason.,2007,10,13
718,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.26,68.5,Subadult,Female,2024-09-05,Australia,Gorges,Least Concern,Melinda Howard,Into inside improve agree next whatever.,2024,9,5
719,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,4.03,292.8,Adult,Male,2010-01-02,Pakistan,Marshes,Vulnerable,Peter Gilbert,Skill oil health per tonight there.,2010,1,2
720,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.41,198.2,Adult,Female,2009-06-23,Papua New Guinea,Rivers,Least Concern,Ryan Martinez,Leg several military stuff.,2009,6,23
721,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,106.7,Subadult,Male,2019-05-12,Papua New Guinea,Swamps,Least Concern,Devin Andersen,Four best fact loss.,2019,5,12
722,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,0.73,34.8,Juvenile,Female,2011-01-20,Niger,Oases,Least Concern,Antonio Yang,School apply day century science manager difference put system feeling.,2011,1,20
723,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.76,167.6,Subadult,Male,2023-08-18,Mexico,Coastal Lagoons,Vulnerable,William Smith,Perhaps customer attack check they mind easy billion agency media hospital unit feel low.,2023,8,18
724,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.48,100.5,Adult,Female,2012-12-15,Indonesia (Papua),Lakes,Least Concern,David Abbott,Start race teacher pay it player continue stand price color score national live.,2012,12,15
725,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.52,44.6,Adult,Unknown,2023-07-06,Philippines,Freshwater Marshes,Critically Endangered,Michael Haley,Happen every history son less spend challenge exist build.,2023,7,6
726,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.44,121.4,Adult,Male,2019-03-25,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Kevin Johnson,Know traditional great cause think learn across citizen.,2019,3,25
727,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,0.7,20.0,Juvenile,Unknown,2017-12-09,Philippines,Rivers,Critically Endangered,Shannon Clark,Hospital artist pretty goal rest fund resource skill everything several field hour trouble.,2017,12,9
728,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.39,578.9,Subadult,Female,2007-07-18,Uganda,Reservoirs,Least Concern,Jamie Ruiz,Office until simple moment can food western give pay.,2007,7,18
